"Gender","MaritalStatus","NumDependents","Age","Income","EducationLevel","Tenure","CustomerSegment","CommChannel","CreditScore","CreditHistLength","OutstandingLoans","Churn","Balance","NumProducts","NumComplaints"
"Female","Single",1,22,29407.88,"Bachelor's",9,"Retail","Phone",518,21,36450.26,"0",28739.66,3,1
"Male","Divorced",1,22,73375.17,"High School",21,"SME","Phone",711,22,3275.3,"1",15372.18,2,9
"Male","Divorced",0,39,29860.17,"Bachelor's",19,"Retail","Email",399,22,12180.83,"0",161451.5,1,5
"Male","Divorced",5,57,14562.36,"High School",28,"Corporate","Phone",556,28,49918.7,"0",223222.87,3,3
"Male","Married",3,72,72258.66,"Diploma",5,"SME","Email",745,10,40987.22,"0",229007.4,1,6
"Female","Divorced",2,43,26816.18,"Master's",29,"Retail","Email",721,11,43411.28,"0",238064.57,3,10
"Female","Single",0,35,44733.62,"Bachelor's",11,"Corporate","Phone",605,10,42592.85,"0",230801.43,3,6
"Female","Single",5,47,69092.61,"Diploma",28,"Corporate","Email",674,24,15526.35,"0",88175.33,1,2
"Female","Divorced",0,31,5497.01,"Diploma",17,"SME","Email",813,6,2873.27,"0",213558.59,1,9
"Female","Single",2,63,92493.52,"High School",30,"Corporate","Phone",612,29,29979.46,"0",72211.75,2,3
"Female","Married",3,19,74468.4,"High School",19,"Corporate","Email",592,27,47189.12,"0",84005.17,3,4
"Male","Divorced",1,26,85601.89,"Diploma",21,"SME","Phone",583,13,10998.02,"0",232045.35,1,9
"Male","Single",1,58,45983.02,"High School",13,"Retail","Phone",465,7,33073.77,"0",89585.17,3,8
"Male","Married",0,47,14919.4,"Diploma",13,"Corporate","Email",656,11,17893.15,"0",126017.51,2,5
"Female","Married",1,30,34317.6,"Bachelor's",14,"SME","Email",520,21,2802.77,"1",48845.32,2,10
"Female","Divorced",2,43,22924.28,"High School",4,"Retail","Email",393,3,13186.31,"0",95183.06,2,6
"Male","Single",2,52,86948.05,"Master's",21,"SME","Phone",589,22,49329.35,"0",84435.69,4,1
"Female","Divorced",5,69,14223.8,"Bachelor's",26,"SME","Email",396,17,15407.86,"0",179783.43,1,8
"Male","Single",5,34,94222.65,"Master's",26,"Retail","Email",370,26,24285.22,"0",126623.51,1,3
"Female","Married",1,60,98766.45,"Diploma",12,"SME","Phone",327,21,48929.37,"0",238059.6,2,0
"Male","Married",5,19,37769.99,"Diploma",2,"Corporate","Phone",635,12,20287.73,"0",227977.28,2,4
"Male","Divorced",5,48,90827.08,"High School",29,"Retail","Email",685,27,9460.92,"0",194276.15,1,10
"Male","Single",5,42,48557.98,"High School",14,"Retail","Email",327,7,40352.64,"1",8225.72,2,2
"Female","Married",5,60,46388.95,"Master's",8,"Retail","Email",760,10,17132.3,"0",196863.6,2,6
"Male","Married",3,27,32245.79,"High School",3,"SME","Email",403,18,47700.59,"0",218808.91,3,3
"Male","Married",4,58,43826.35,"Master's",8,"Corporate","Phone",491,4,14469.79,"0",238063.86,1,0
"Male","Divorced",0,34,10489.58,"Bachelor's",28,"Retail","Email",560,19,1616.34,"1",49975.39,2,7
"Female","Married",5,30,68798.16,"Diploma",8,"Corporate","Email",603,24,36016.37,"0",102523.44,1,4
"Female","Divorced",4,42,89666.31,"High School",1,"Retail","Email",508,8,25718.54,"0",190749.98,1,5
"Male","Divorced",1,38,75667.18,"Diploma",14,"SME","Phone",551,28,46756.29,"0",59961.34,4,5
"Female","Single",4,28,47461.05,"High School",13,"Corporate","Phone",377,3,32109.73,"0",58556.01,3,6
"Male","Single",0,48,79072.8,"Master's",1,"Corporate","Phone",351,29,3697.43,"0",84379.74,1,3
"Male","Single",1,48,92158.81,"Master's",18,"Corporate","Phone",627,12,12884.64,"0",59210.37,2,8
"Female","Divorced",4,61,22336.5,"Diploma",21,"Retail","Email",535,6,40575.88,"1",38725.13,1,6
"Male","Single",5,27,82105.08,"High School",9,"Retail","Email",385,3,2555.94,"0",220034.13,1,0
"Male","Divorced",4,70,5789.77,"High School",28,"SME","Email",560,1,3496.57,"0",59095.35,3,2
"Female","Divorced",3,18,98429.54,"Diploma",3,"Corporate","Email",520,18,13224.4,"0",233117.54,5,1
"Male","Divorced",3,42,73910.67,"High School",9,"Corporate","Email",398,5,49745.65,"0",54555.31,5,5
"Female","Divorced",5,24,46145.56,"Bachelor's",25,"Corporate","Phone",484,28,31097.78,"0",248431.9,3,4
"Male","Divorced",1,29,74481.34,"Diploma",25,"SME","Email",670,9,26366.71,"0",136258.58,3,1
"Female","Married",4,37,17871.48,"Diploma",26,"SME","Email",379,27,49837.13,"0",238454.39,3,4
"Male","Single",2,44,39763.37,"Master's",17,"SME","Email",325,26,37805.11,"0",248985.78,4,4
"Male","Single",3,39,56660.1,"Master's",12,"SME","Email",347,24,36284.57,"1",34613,3,3
"Male","Single",3,56,36210.25,"High School",27,"SME","Email",384,14,22924.72,"0",210780.99,3,10
"Female","Divorced",2,21,28851.46,"High School",30,"Retail","Phone",509,22,17815.18,"0",73723.61,5,7
"Female","Divorced",2,33,94526.51,"Diploma",3,"SME","Phone",321,15,48144.32,"0",72714.44,2,5
"Male","Married",3,43,19048.97,"High School",1,"SME","Phone",335,14,10249.09,"1",55366.46,1,9
"Female","Single",2,33,30279.15,"Master's",19,"Retail","Email",317,3,23358.36,"0",133707,2,0
"Male","Divorced",1,21,93106.07,"Bachelor's",25,"SME","Email",734,11,36744.63,"0",128843.14,5,8
"Female","Divorced",1,71,72520.47,"High School",2,"SME","Phone",743,19,26106.31,"0",169667.39,3,8
"Female","Single",4,68,54544.21,"High School",5,"SME","Email",367,20,19730.09,"0",91955.37,4,8
"Female","Divorced",2,20,82983.21,"Diploma",26,"Retail","Phone",804,5,19714.51,"0",87690.65,3,1
"Female","Married",5,71,26971.59,"Bachelor's",6,"Retail","Email",648,29,46012.25,"0",159716.79,2,9
"Male","Divorced",3,25,10663.09,"High School",8,"Corporate","Email",706,8,37802.17,"0",228153.07,2,5
"Female","Divorced",3,20,12794.56,"Diploma",3,"Retail","Phone",362,18,35390.39,"1",4492.52,3,4
"Female","Married",4,33,81575.48,"Master's",14,"Retail","Phone",412,18,30329.9,"1",34582.28,1,9
"Male","Single",4,38,91663.48,"Diploma",21,"SME","Phone",550,17,16029.43,"0",134714.09,2,10
"Male","Single",1,51,34710.76,"Master's",4,"Corporate","Email",771,30,33292.88,"0",75038.29,3,3
"Female","Single",0,32,51501.38,"Bachelor's",17,"Corporate","Email",778,28,29299.99,"0",23992.14,2,0
"Male","Married",4,42,94286.99,"Bachelor's",11,"Corporate","Email",792,9,14472.08,"0",74716.18,5,8
"Female","Divorced",3,49,32904.18,"Diploma",13,"SME","Phone",797,2,16406.79,"0",114092.83,3,4
"Female","Divorced",5,55,58368.78,"Master's",25,"Retail","Phone",490,7,31826.22,"0",174903.7,1,4
"Male","Single",5,61,14471.87,"Bachelor's",19,"Corporate","Email",783,28,38344.74,"0",63425.31,4,2
"Male","Single",1,53,80501.63,"Diploma",12,"SME","Email",578,9,25233.55,"0",204537.15,5,3
"Male","Divorced",4,59,87840.25,"Master's",19,"SME","Phone",316,8,48161.23,"0",244355.89,4,6
"Male","Single",4,65,15754.96,"Master's",24,"SME","Phone",404,24,22537.88,"0",236061.27,4,8
"Male","Married",5,60,16155.01,"Master's",16,"SME","Phone",740,20,46544.87,"0",235731.18,3,8
"Male","Divorced",3,60,7228.81,"High School",6,"Retail","Phone",343,1,47571.94,"0",209630.82,1,2
"Male","Divorced",5,24,12084.09,"Bachelor's",5,"Corporate","Email",495,10,38854.26,"0",227929,5,0
"Female","Divorced",4,28,10990.45,"Master's",20,"SME","Phone",783,23,16405.29,"0",185037.11,1,3
"Male","Married",1,58,33121.63,"Bachelor's",22,"Retail","Phone",729,20,12832.53,"0",140269.96,2,10
"Male","Divorced",5,49,30376.23,"High School",28,"Corporate","Email",335,2,20011.51,"1",48792.12,2,10
"Male","Single",5,67,34766.83,"Diploma",17,"Corporate","Email",660,27,46531.14,"0",195262.09,1,3
"Male","Single",0,72,16804.02,"Bachelor's",4,"Corporate","Email",303,2,28620.98,"0",176755.61,2,9
"Male","Married",2,75,38490.35,"Diploma",20,"SME","Email",784,16,25958.13,"0",135005.95,5,7
"Female","Married",1,53,10274.29,"High School",24,"SME","Phone",481,5,42398.69,"0",138660.39,4,7
"Male","Married",1,42,62599.03,"Diploma",14,"Corporate","Email",540,25,4886.64,"1",27812.72,1,2
"Female","Married",0,43,76994.88,"High School",25,"Retail","Email",413,9,25731.97,"0",108074.79,3,9
"Male","Married",2,46,80464.41,"Diploma",4,"Corporate","Phone",355,12,12855.11,"0",216114.64,4,6
"Male","Divorced",5,21,18664.96,"Diploma",7,"SME","Phone",513,8,36334.59,"0",186789.05,1,9
"Female","Divorced",4,57,89238.07,"Master's",21,"SME","Phone",317,11,21441.58,"1",21595.02,1,9
"Female","Single",3,30,83594.16,"Master's",11,"Retail","Email",450,13,27042.24,"0",63319.29,5,5
"Male","Single",5,69,92024.56,"Diploma",13,"SME","Email",466,30,35463.72,"0",74295.91,4,10
"Female","Single",0,74,98344.02,"Master's",24,"SME","Email",670,5,30374.98,"0",153350.57,4,8
"Male","Married",4,50,52715.32,"High School",27,"SME","Phone",807,29,37712.93,"0",122062.12,1,4
"Female","Single",4,36,72955.43,"Bachelor's",3,"Corporate","Phone",609,23,42555.41,"0",37379.1,4,9
"Female","Divorced",5,34,54083.8,"Master's",6,"SME","Phone",566,23,15984.8,"0",161713.06,3,4
"Male","Married",5,61,45009.42,"High School",23,"Corporate","Phone",748,27,28435.03,"0",60654.62,2,7
"Female","Married",3,30,45397.16,"Master's",13,"Retail","Email",781,3,1867.72,"0",63202.75,3,10
"Female","Divorced",0,29,81665.34,"Master's",14,"Retail","Email",527,2,47664.04,"0",165179.48,2,4
"Female","Single",3,34,86264.57,"Master's",26,"SME","Email",415,18,26575.8,"0",109639.96,1,8
"Male","Divorced",5,54,46772.37,"Master's",26,"Retail","Email",776,4,46607.39,"0",112374.12,2,10
"Male","Divorced",1,32,10587.71,"High School",2,"SME","Email",610,20,46267.52,"0",201134.07,5,7
"Female","Single",0,42,85794.11,"Bachelor's",1,"Corporate","Phone",366,29,22274.03,"1",13149.68,2,3
"Female","Married",1,48,80204.79,"High School",8,"Corporate","Phone",577,14,33240.65,"0",49424.13,5,6
"Male","Single",1,44,31318.28,"Diploma",1,"Retail","Email",423,11,31430.83,"1",7320.49,3,0
"Male","Married",4,70,10381.99,"Bachelor's",5,"SME","Phone",605,5,7568.5,"0",126328.41,5,10
"Female","Married",2,63,62239.92,"Bachelor's",14,"SME","Phone",303,24,47789.94,"0",137473.55,1,4
"Male","Divorced",2,50,99617.16,"High School",26,"Corporate","Phone",576,11,14624.33,"0",191163.21,4,6
"Male","Married",5,23,98894.92,"High School",28,"SME","Phone",666,7,17270.11,"0",148381.89,1,6
"Male","Married",3,30,11958.08,"Master's",15,"SME","Email",823,4,9535.64,"0",234182.01,3,0
"Male","Married",4,49,23442.33,"Diploma",22,"SME","Phone",683,13,37219.48,"0",177596.97,4,3
"Male","Single",5,26,48399.48,"Master's",3,"Retail","Phone",447,19,32928.97,"0",209363.6,1,0
"Female","Divorced",5,69,59479.15,"Master's",28,"Retail","Email",495,1,26883.42,"0",180599.06,2,1
"Male","Married",1,64,10198.61,"Diploma",8,"SME","Phone",481,27,3048.61,"0",167300.6,5,5
"Female","Divorced",0,38,33737.55,"High School",15,"SME","Phone",430,22,41395.48,"0",146012.48,1,8
"Male","Married",2,34,24296.23,"High School",19,"Corporate","Phone",361,28,42362.82,"0",163222.53,4,6
"Male","Married",4,59,65065.58,"High School",23,"Retail","Email",428,8,18010.29,"1",86233.1,2,10
"Male","Single",3,20,78901.76,"High School",17,"SME","Email",538,25,43276.82,"0",115030.78,1,3
"Female","Married",3,43,70367.42,"Bachelor's",1,"SME","Phone",313,23,17745.69,"1",11585.51,1,1
"Male","Divorced",5,23,71814.66,"Diploma",18,"Corporate","Phone",706,9,24649.78,"0",73656.03,5,4
"Male","Divorced",0,47,42333.83,"High School",10,"SME","Phone",386,8,6631.12,"0",221473.28,5,0
"Male","Married",4,68,57265.05,"Bachelor's",5,"Corporate","Email",339,26,22649.71,"1",61815.67,1,5
"Male","Single",2,32,48123.43,"High School",8,"Retail","Email",558,22,26772.81,"0",205519.44,1,8
"Female","Divorced",0,73,83535.16,"Diploma",8,"Retail","Email",536,2,8058.5,"0",185597.24,5,0
"Male","Married",0,39,45572.51,"High School",8,"Retail","Phone",582,30,25353.26,"0",130887.3,2,5
"Female","Divorced",5,57,45279.41,"Master's",15,"Retail","Phone",456,28,7568.78,"0",88966.52,5,5
"Female","Single",3,23,32228.3,"Bachelor's",28,"SME","Email",384,6,20017.32,"1",31694.74,1,8
"Male","Divorced",0,61,35559.21,"Master's",15,"Retail","Email",498,27,20314.3,"0",177652.09,5,3
"Female","Divorced",2,51,7730.73,"High School",30,"Corporate","Phone",311,15,46455.77,"0",157214.09,1,9
"Male","Divorced",1,53,90287.55,"Diploma",29,"Corporate","Email",370,2,19765.75,"0",101288.29,1,6
"Female","Married",3,31,33544.13,"Master's",14,"Corporate","Email",673,27,49145.14,"0",168538.75,4,6
"Female","Married",3,47,24918.88,"High School",24,"SME","Phone",609,23,37985.23,"0",48380.66,1,1
"Female","Single",1,71,59692.01,"High School",20,"SME","Email",604,17,13997.96,"0",141042.4,3,6
"Female","Single",1,21,69019.16,"High School",27,"Retail","Email",822,9,3774.14,"0",9590.23,4,0
"Female","Divorced",5,67,59821.95,"Diploma",26,"Corporate","Email",714,18,12998.07,"0",21807.71,3,2
"Male","Married",4,18,9034.29,"Diploma",30,"Retail","Email",478,6,5304,"0",122416.17,2,2
"Female","Divorced",4,44,13779.76,"High School",29,"SME","Email",381,12,21474.15,"0",97606.75,4,7
"Male","Single",2,56,23667.99,"Bachelor's",4,"Corporate","Phone",419,8,12655.8,"0",156152.45,5,9
"Male","Single",5,67,5872.92,"Master's",4,"Retail","Phone",582,27,21265.95,"0",153244.82,2,4
"Male","Single",3,24,94417.71,"Master's",9,"Corporate","Email",401,10,1622.21,"0",39662.75,4,2
"Male","Divorced",1,68,88155.71,"Diploma",27,"Corporate","Email",478,22,41642.42,"0",217692.02,4,4
"Male","Divorced",5,48,51094.66,"Diploma",18,"Corporate","Email",602,8,32787.62,"0",152637.07,5,1
"Female","Married",4,24,76174.27,"High School",2,"Corporate","Email",698,7,28147.59,"0",77346.64,1,3
"Female","Married",0,42,29368.41,"Master's",30,"Corporate","Phone",505,6,40456.92,"0",178929,2,0
"Male","Single",4,73,37091.94,"High School",25,"SME","Phone",817,28,10597.02,"0",50146.34,3,10
"Female","Divorced",3,36,94722.99,"Master's",1,"Corporate","Email",750,17,21570.14,"0",51412.29,3,2
"Female","Divorced",0,75,74014.42,"Diploma",29,"Corporate","Email",814,23,28350.03,"0",56146.78,5,1
"Male","Single",1,31,13033.25,"Diploma",5,"SME","Phone",611,9,48019.41,"0",209781.89,5,2
"Male","Single",4,60,34622.27,"Master's",16,"Corporate","Phone",418,1,24939.27,"0",127794,2,7
"Female","Single",4,24,91115.99,"Diploma",8,"Retail","Phone",794,27,42317.91,"0",20183.77,2,6
"Male","Single",5,38,52714.34,"Master's",14,"Retail","Email",607,2,16706.67,"0",110351.77,2,2
"Male","Married",1,76,61912.76,"High School",10,"Corporate","Phone",576,3,30163.12,"1",5217.55,1,1
"Male","Divorced",3,68,23264.44,"Master's",20,"SME","Email",546,8,26370.57,"0",122426.2,4,4
"Male","Divorced",4,63,75787.31,"Bachelor's",16,"Retail","Email",585,8,14733.8,"0",198600.13,4,8
"Male","Married",5,61,61516.36,"Bachelor's",24,"Corporate","Email",658,27,4934.83,"0",115151.97,3,1
"Female","Married",2,37,65359.67,"High School",13,"Retail","Phone",520,17,39923,"0",125545.24,2,8
"Male","Single",3,75,62720.39,"High School",6,"SME","Phone",757,29,10932.66,"0",90341.35,5,5
"Female","Single",0,49,55587.36,"Bachelor's",19,"Corporate","Email",394,23,28058.04,"1",6935.22,3,2
"Female","Single",3,44,5708.38,"Bachelor's",26,"Retail","Phone",329,21,47864.27,"0",209670.02,1,7
"Female","Married",1,21,50016.59,"Bachelor's",21,"SME","Email",750,14,28864.63,"0",225552.69,5,6
"Male","Single",2,41,50920.84,"Bachelor's",22,"Retail","Phone",489,9,7860.21,"0",39792.02,5,3
"Male","Married",3,48,29599.63,"Diploma",23,"Retail","Phone",630,18,2037.15,"0",71771.16,5,9
"Female","Single",4,26,37960.47,"Bachelor's",5,"Retail","Email",832,11,19970.66,"0",212791.09,3,6
"Male","Single",3,72,88860.86,"Master's",22,"SME","Phone",803,2,36797.56,"0",50560.07,2,2
"Male","Divorced",2,49,28289.6,"Diploma",25,"Retail","Phone",395,23,4155.91,"0",69203.54,5,9
"Female","Single",3,52,65194.12,"High School",19,"Corporate","Phone",529,21,48928.56,"0",240002.28,2,3
"Female","Divorced",3,38,15581.33,"Diploma",14,"Retail","Phone",608,24,41774.68,"0",100749.17,4,7
"Male","Divorced",2,44,78522.12,"High School",5,"Corporate","Phone",464,16,34211.02,"0",178867.42,1,1
"Male","Divorced",4,57,77794.38,"Bachelor's",27,"SME","Email",666,4,49941.61,"0",126962.76,1,6
"Male","Divorced",1,54,15251.73,"Bachelor's",8,"SME","Phone",665,11,1254.16,"0",131680.17,1,1
"Male","Divorced",3,27,9190.62,"Diploma",28,"SME","Email",573,11,30026.22,"1",26486.24,1,6
"Female","Single",0,75,68612.84,"Master's",5,"SME","Email",538,5,19709.73,"1",29120.84,1,2
"Female","Single",1,43,35792.28,"Bachelor's",2,"Corporate","Phone",318,22,47994.53,"0",127554.34,1,10
"Female","Married",4,64,34793.05,"High School",6,"SME","Email",552,7,20731.75,"0",22966.79,4,6
"Female","Single",5,72,99640.09,"Master's",14,"SME","Phone",360,3,49221.3,"0",226198.36,4,2
"Male","Divorced",4,36,43496.7,"Master's",20,"Retail","Phone",319,14,31251.85,"0",158867.83,4,5
"Female","Married",0,71,51078.49,"Bachelor's",22,"Corporate","Phone",646,26,21749.12,"0",74366.92,3,8
"Female","Single",1,33,82517.23,"Bachelor's",19,"Retail","Phone",498,17,8387.53,"1",25203.65,2,9
"Female","Divorced",4,26,50450.86,"Diploma",28,"SME","Phone",672,23,1895.53,"0",51043.82,5,1
"Male","Married",4,66,99890.02,"Diploma",17,"Corporate","Email",331,26,2930.77,"0",134945.67,1,5
"Female","Married",5,43,24720.68,"Diploma",16,"SME","Phone",652,12,3625.31,"0",186819.16,1,0
"Female","Single",1,73,44913.88,"Diploma",6,"SME","Email",479,12,37900.33,"0",113431.05,5,4
"Female","Married",3,43,19965.47,"High School",30,"Corporate","Email",771,16,3904.91,"0",201895.69,5,1
"Male","Single",1,20,98826.69,"High School",9,"Retail","Email",373,9,46615.12,"1",71221.05,1,6
"Male","Married",3,56,88261.72,"Master's",22,"Retail","Email",547,24,29080.94,"0",24173.25,2,0
"Male","Divorced",0,49,71779.91,"Bachelor's",30,"Retail","Email",546,20,18786.5,"0",83015.24,2,0
"Male","Single",3,66,67436.04,"Bachelor's",24,"SME","Phone",448,19,11428.64,"0",167750.83,4,5
"Male","Single",5,18,53956.72,"High School",24,"SME","Email",650,16,44089.99,"0",214566.02,5,1
"Male","Single",4,41,98534.69,"High School",22,"Retail","Email",513,13,31852.7,"0",186563.25,1,7
"Female","Single",4,46,23165.56,"Diploma",4,"Corporate","Phone",355,23,5101.39,"0",224166.87,4,9
"Female","Divorced",2,34,49517.07,"Bachelor's",19,"SME","Email",344,16,4172.49,"0",217557.78,4,6
"Male","Married",4,58,49026.54,"Bachelor's",10,"Corporate","Phone",468,23,1862.33,"0",124165.52,2,9
"Female","Single",3,29,67879.06,"Master's",1,"Corporate","Email",417,2,30133.27,"0",145792.54,4,7
"Female","Divorced",5,45,99627.06,"High School",13,"SME","Phone",574,4,36079.74,"0",205767.2,2,2
"Female","Divorced",1,62,72431.54,"Bachelor's",15,"Corporate","Phone",345,15,42949.31,"0",47414.95,5,0
"Male","Divorced",4,63,5058.37,"Master's",28,"Corporate","Email",791,4,5127.85,"0",51075.85,5,9
"Male","Married",2,30,97316.01,"Master's",6,"Retail","Phone",360,1,17337.17,"1",31967.96,2,5
"Male","Single",3,44,62493.46,"Master's",22,"SME","Phone",779,14,39885.88,"0",213045.98,3,6
"Male","Married",3,56,51380.08,"Master's",11,"Corporate","Email",740,25,41823.21,"0",64883.46,4,0
"Female","Married",0,64,36635.3,"High School",28,"Retail","Email",550,15,13147.07,"0",166307.11,5,9
"Male","Married",3,20,60802.78,"Master's",7,"Corporate","Email",468,7,42283.96,"0",182997.9,4,5
"Male","Divorced",1,43,68903.51,"Bachelor's",12,"Corporate","Email",508,7,20758.18,"0",49105.29,3,4
"Female","Divorced",4,51,46033.39,"High School",24,"SME","Email",615,17,21908.11,"0",57887.72,2,7
"Male","Single",0,21,22057.87,"Diploma",3,"Retail","Email",356,13,38857.23,"0",183765.63,1,5
"Male","Single",0,40,18768.19,"Master's",27,"SME","Email",544,24,36454.6,"0",49769.1,5,1
"Male","Single",5,53,61087.44,"High School",2,"SME","Phone",790,1,34904.24,"0",164485.88,4,1
"Male","Divorced",3,48,60219.45,"High School",30,"Retail","Email",719,1,20250.31,"0",94978.26,2,7
"Male","Divorced",1,37,76568.28,"Bachelor's",23,"Corporate","Phone",505,28,1622.8,"0",196040.19,3,1
"Male","Married",0,53,61590.73,"Diploma",14,"SME","Email",642,19,44730.23,"0",191216.27,4,9
"Female","Single",0,42,82070.98,"High School",16,"Retail","Phone",651,22,27981.12,"0",172846.24,4,3
"Male","Married",3,66,44355.65,"Diploma",15,"SME","Phone",471,25,42607.63,"0",198815.07,3,1
"Male","Divorced",2,48,12673.12,"High School",9,"Retail","Email",833,21,6672.46,"0",148418.09,4,5
"Female","Single",5,48,42166.75,"High School",28,"Corporate","Phone",794,24,42810.08,"0",106152.49,2,6
"Male","Divorced",5,68,23640.07,"Bachelor's",17,"Corporate","Email",355,1,26718.81,"0",80681.75,5,8
"Male","Single",4,70,33506.12,"Diploma",19,"SME","Email",763,3,39285.29,"0",171391.99,1,6
"Male","Divorced",2,49,51620.59,"Bachelor's",24,"Retail","Phone",370,27,49130.72,"0",203118.12,1,8
"Female","Divorced",2,71,6650.76,"High School",27,"SME","Phone",840,10,20287.4,"0",65390.89,1,1
"Male","Married",2,38,48099.19,"Master's",26,"Corporate","Email",803,22,9990.09,"0",204763.07,4,6
"Female","Single",1,42,30245.98,"High School",19,"SME","Email",374,2,35756.6,"0",184045.63,4,6
"Male","Married",4,23,37781.62,"Master's",3,"Corporate","Email",538,20,41836.37,"0",111249.69,1,0
"Male","Single",1,30,43596.62,"Diploma",15,"Corporate","Email",497,19,34393.69,"0",172561.69,4,4
"Female","Single",1,64,96164.22,"Master's",7,"Retail","Email",624,24,34813.52,"0",72579.89,3,3
"Female","Single",2,27,30090.2,"Diploma",17,"Retail","Email",360,18,8595.16,"0",185267.34,2,10
"Male","Single",3,48,61375.45,"Master's",22,"Corporate","Phone",720,21,42194.06,"0",71026.03,3,3
"Male","Married",5,54,34846.84,"Diploma",29,"SME","Email",725,26,3949.8,"0",217783.82,5,0
"Female","Married",5,23,59661.22,"High School",5,"Retail","Email",642,18,21432,"0",54479.1,2,8
"Male","Single",3,32,44845.97,"Master's",23,"Retail","Email",763,22,6007.41,"1",35583.64,3,10
"Male","Single",0,20,13127.24,"Bachelor's",14,"SME","Phone",786,30,15943.69,"0",111844.13,4,0
"Female","Divorced",1,32,86181.34,"Master's",1,"Retail","Email",329,26,37492.91,"0",184706.12,1,1
"Male","Married",1,48,33711.13,"Diploma",14,"Corporate","Email",690,25,48801.27,"1",38217.39,1,10
"Male","Single",3,31,63356.49,"High School",19,"Retail","Email",821,1,10001.41,"0",178966.42,2,9
"Female","Single",4,39,23329.46,"High School",6,"Retail","Phone",690,10,17472.7,"0",83573.66,4,5
"Male","Married",5,48,24337.34,"Diploma",22,"SME","Email",390,28,12955.55,"1",33104.34,5,7
"Male","Single",1,30,35172.4,"High School",6,"Retail","Email",847,12,4054.41,"0",30982.27,5,9
"Female","Married",3,57,31941.9,"Diploma",28,"SME","Email",628,12,26681.78,"0",181724.51,2,9
"Male","Married",3,52,37434.82,"Diploma",29,"Corporate","Phone",553,4,26587.92,"0",20674.21,3,0
"Female","Divorced",5,59,69905.84,"High School",9,"Corporate","Email",455,29,28073.02,"1",3260.85,1,0
"Female","Single",3,46,36261.76,"Bachelor's",25,"SME","Phone",733,9,47086.53,"0",180336.72,3,4
"Female","Married",0,62,73780.53,"High School",20,"Retail","Phone",818,23,13955.26,"0",224455.43,4,0
"Female","Married",3,53,71549.97,"Master's",16,"Retail","Phone",706,14,36013.13,"0",202638.72,5,9
"Female","Single",3,26,10735.96,"Diploma",26,"SME","Phone",447,17,8393.24,"0",85146.57,5,1
"Male","Divorced",5,58,29927.95,"Diploma",4,"Corporate","Email",501,12,30112.22,"0",233395.93,5,0
"Female","Married",3,71,10035.42,"Diploma",11,"SME","Email",345,9,7550.65,"0",211264.61,4,3
"Female","Divorced",4,71,95610.81,"High School",2,"Retail","Email",693,18,37924.77,"0",10002.44,2,0
"Female","Divorced",1,31,53146.83,"Master's",26,"Corporate","Email",694,8,26115.8,"0",88576.1,1,0
"Male","Divorced",4,28,94674.2,"Diploma",10,"SME","Email",532,7,8096.8,"1",28018.28,2,4
"Male","Divorced",4,69,15569.41,"Master's",1,"Retail","Phone",664,30,16546.81,"0",166115.79,1,1
"Male","Single",0,26,45323.72,"Master's",20,"Corporate","Phone",420,3,18260.52,"0",171532.4,1,6
"Male","Single",3,59,52934.62,"Diploma",15,"Retail","Email",481,1,21459.98,"0",210058.96,2,3
"Male","Divorced",2,23,73649.03,"Master's",28,"Retail","Phone",325,3,19137.83,"1",51888.02,1,6
"Male","Married",2,23,20911.09,"Bachelor's",2,"Corporate","Email",612,5,15284.45,"0",127949.29,3,10
"Female","Married",1,73,39329.14,"High School",27,"SME","Phone",660,19,19272.97,"0",245904.8,5,5
"Female","Divorced",0,64,50513.53,"Bachelor's",29,"Corporate","Phone",776,29,14498.65,"1",20725.17,3,8
"Male","Married",5,71,63417.28,"Diploma",13,"Retail","Email",570,12,14829.42,"0",118030.76,1,2
"Male","Married",3,22,25800.44,"Master's",14,"Retail","Email",503,19,2221.23,"0",244419.58,3,3
"Female","Divorced",5,43,52631.56,"High School",4,"SME","Phone",436,7,18511.13,"0",183956.55,4,0
"Male","Single",0,38,19011.59,"Master's",15,"Corporate","Phone",524,22,27418.9,"1",9172.64,1,7
"Male","Divorced",2,29,92511.92,"Diploma",13,"Corporate","Email",848,2,35122.04,"0",32723.31,3,1
"Female","Married",0,24,59225.03,"Master's",18,"SME","Phone",700,11,34019.03,"0",242233.48,1,8
"Female","Single",0,73,96120.19,"Bachelor's",16,"Retail","Phone",640,12,43580.38,"0",91674.74,3,3
"Female","Single",0,55,52309.62,"Master's",13,"Retail","Email",625,14,34456.14,"0",117584.78,1,10
"Male","Divorced",2,69,66215.25,"Diploma",22,"Corporate","Email",648,15,15246.11,"0",76875,4,1
"Female","Single",3,52,51552.28,"Diploma",12,"Retail","Phone",400,1,36553.54,"0",52570.24,3,2
"Male","Divorced",2,47,21549.25,"Master's",5,"Corporate","Email",846,8,12309.98,"0",20513.13,3,0
"Male","Single",0,69,14654.1,"High School",12,"Corporate","Email",362,12,18695.16,"0",130887.68,5,7
"Female","Divorced",0,45,97297.28,"High School",29,"SME","Email",506,17,45654.21,"1",11391.12,3,4
"Female","Married",0,40,34009.81,"Diploma",17,"SME","Email",463,30,46129.26,"0",172824.52,4,7
"Female","Divorced",5,59,99261.28,"Bachelor's",24,"SME","Phone",812,2,36170.49,"0",190571.59,4,0
